acctno,total_mailed,ytd_transactions_2009,ytd_sales_2009,zhomeent,zmobav,zcredit,zhitech,ZHOMEENT01,ZMOBAV01,ZCREDIT01,ZHITECH01
AWALQASDH,14,2,3117,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQAPPH,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQSLAY,8,3,285,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQSHAG,10,6,1833,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQSHYS,7,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQSDHS,9,2,150,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWALQSDYW,7,1,228,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWALQPAAD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQPYLG,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQLADW,8,1,177,U,U,U,U,0.0,0.0,0.0,0.0
AWALQGWSS,16,3,462,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQGAGL,11,3,432,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQHWWL,15,4,1344,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQHSWS,7,2,360,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALQHSAW,8,1,549,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWALQHSSD,13,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AWALAGYWY,10,3,282,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALPAQHQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWALLADQL,16,5,3519,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSWGGWGY,12,1,645,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSWGGAGH,7,4,747,,,,,,,,
AWSWHQPDW,13,1,303,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSAGQLAP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSPLAPHH,8,1,900,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWSPDYDGH,9,2,204,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSLSPGSD,16,1,486,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWSHQYQYP,7,1,30,U,U,U,U,0.0,0.0,0.0,0.0
AWSHQYHDL,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWSHWQSQP,16,1,180,U,U,Y,U,0.0,0.0,1.0,0.0
AWSHWQDPQ,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWSHWPAPD,13,1,198,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSHADLHH,12,3,675,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSYYYDSG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWSDWGAWG,8,1,33,U,U,Y,Y,0.0,0.0,1.0,1.0
AWPWSAADA,7,2,300,U,U,Y,Y,0.0,0.0,1.0,1.0
AWPAGLQWD,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWPSSPAGQ,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWPSLQQLQ,8,1,522,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWPPSYQPG,7,1,231,U,U,Y,Y,0.0,0.0,1.0,1.0
AWPPSDHWS,8,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
AWPLQWYHG,16,2,1131,U,U,U,U,0.0,0.0,0.0,0.0
AWPLSSHGA,10,1,192,U,U,Y,Y,0.0,0.0,1.0,1.0
AWPLDADDQ,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWPLDSHHP,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQALAGS,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQAGHLY,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLQAHPQQ,13,3,741,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQAHHGP,7,4,1092,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLQAHYDH,16,3,402,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLQAYQHH,9,2,1458,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQAYWLQ,7,1,981,,,,,,,,
AWLQAYSSS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQAYSYA,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQAYLLG,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQADYAY,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLQSQQAP,12,1,363,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQSQAYD,7,5,888,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQSQSPH,11,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AWLQSQPWA,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQSDPPH,16,4,636,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQPHGPY,10,3,561,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLQPYAWG,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQPDLAD,7,4,561,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLQHQWQS,7,0,0,,,,,,,,
AWLWGGWAL,10,2,366,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLSGWDDD,10,15,2535,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLPGGDHQ,16,1,150,U,U,U,U,0.0,0.0,0.0,0.0
AWLLAAWDP,16,2,147,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLGPHLDL,7,4,396,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWLGPYADG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLGPYLSG,9,0,0,U,U,U,Y,0.0,0.0,0.0,1.0
AWLGPDALA,8,1,327,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLGPDSWQ,15,4,1365,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLGGQGHW,12,2,288,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLGHLYQA,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLHGPYGW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLDSGGAG,9,4,1377,U,U,Y,Y,0.0,0.0,1.0,1.0
AWLDPGPPS,12,2,339,U,U,Y,U,0.0,0.0,1.0,0.0
AWGQDPDPG,16,3,426,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGWAWQAQ,15,2,174,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGWAHASS,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGAGAPDS,11,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGAYWQLL,14,3,570,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGGQPPWS,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWGGQLPGD,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGGWAGYD,7,4,954,U,U,Y,U,0.0,0.0,1.0,0.0
AWGHQQLPA,16,2,228,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGHWYSSY,9,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
AWGYLDALG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHWAGSLY,12,7,978,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHAWYLSG,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHASQQPP,7,1,81,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHADSLDG,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWHYDGPAA,14,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHYDGDGY,7,3,1926,U,U,U,Y,0.0,0.0,0.0,1.0
AWHYDHWDY,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AWHYDYWPH,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHYDYWPH,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWHDQYWYL,14,1,480,,,,,,,,
AWHDQYWYL,14,1,480,,,,,,,,
AWYWWWDGW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYADYHWD,13,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYSLYDHG,8,0,0,,,,,,,,
AWYSLDQPQ,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYSGQPLW,9,1,2370,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYSGAYDL,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYSHHDYP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYPAAQGW,16,1,240,,,,,,,,
AWYPDWHLW,11,3,1365,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYLADYAP,8,2,192,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYGSYLAG,15,4,786,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYGPQQYP,9,5,3810,,,,,,,,
AWYHWDWSG,11,4,1386,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYHSLLLS,15,5,1833,U,U,Y,Y,0.0,0.0,1.0,1.0
AWYYSHHAA,8,2,555,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDSAQPLP,12,1,87,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDSAGQYD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDSAHWHY,10,7,1452,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDPSHPPD,10,0,0,,,,,,,,
AWDGDLPAG,13,4,603,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDGDLPAG,13,4,603,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDGDLLQD,13,2,1164,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDGDLHAS,7,4,3357,U,U,Y,Y,0.0,0.0,1.0,1.0
AWDGDLHHA,10,1,330,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQQPQQGH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQQLQPSD,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAQWYLWQA,8,2,285,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQAWWASD,9,1,39,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQSAGQHY,9,1,81,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQSGWWPW,8,1,450,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AAQPHLYWY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQGLHWWY,7,2,216,Y,Y,Y,Y,1.0,1.0,1.0,1.0
AAQGLYGQS,10,1,72,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQGGPPYG,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQGGHWGG,16,4,360,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQGGHWGG,16,4,360,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQYLQLYQ,9,1,117,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAQYLQLDY,7,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
AAQYLQGQG,15,1,444,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWQAGYHL,14,1,429,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWQHYPGA,8,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWWHHPPH,12,2,690,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWALWLWL,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWSYYLQH,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWPHYDWQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWLGHDWQ,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWLDSLSG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWGWLLWW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWGAADLP,11,1,111,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWYYAQQP,11,2,162,U,U,Y,Y,0.0,0.0,1.0,1.0
AAWYYSGSQ,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAWYYPSDY,9,1,198,U,U,Y,U,0.0,0.0,1.0,0.0
AAWYYPGAQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAAWQSDLP,9,2,486,,,,,,,,
AAAAWHAPA,12,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAAASYPYH,7,2,576,U,U,Y,Y,0.0,0.0,1.0,1.0
AAAAPSSYY,15,1,198,U,U,Y,Y,0.0,0.0,1.0,1.0
AAASSYWYY,13,1,522,U,U,Y,Y,0.0,0.0,1.0,1.0
AAAPQGHSY,11,0,0,,,,,,,,
AAAPHPWYW,11,1,1644,U,U,Y,Y,0.0,0.0,1.0,1.0
AAAHQYSDY,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASQQQHYH,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AASQSALLY,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASQLHDQA,16,1,144,U,U,Y,Y,0.0,0.0,1.0,1.0
AASQGSYLQ,10,3,3102,Y,U,Y,Y,1.0,0.0,1.0,1.0
AASAPQWAY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASAPQAGY,11,6,1647,U,U,Y,Y,0.0,0.0,1.0,1.0
AASAPQHHW,10,1,552,U,U,Y,Y,0.0,0.0,1.0,1.0
AASSGGQLL,8,2,405,U,U,Y,Y,0.0,0.0,1.0,1.0
AASPGQALP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASLLHYLW,16,1,1128,U,U,U,U,0.0,0.0,0.0,0.0
AASLLDQHW,14,1,72,U,U,Y,U,0.0,0.0,1.0,0.0
AASLLDLDA,16,2,381,U,U,Y,Y,0.0,0.0,1.0,1.0
AASGDHWSH,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASHSDYHW,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AASHPPHPD,7,4,654,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPQAYASS,8,5,1050,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPQSLLHG,16,3,735,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPQLAQGY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPAHYDSH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPPSLAAA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPGHSYQG,7,1,210,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAPHYQSQP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPHYWQDG,11,1,93,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPHYWHYW,11,2,360,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPHYAWQA,7,2,183,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPDWYGSW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPDWDHYH,13,2,402,U,U,Y,Y,0.0,0.0,1.0,1.0
AAPDASHGS,9,1,255,U,U,Y,Y,0.0,0.0,1.0,1.0
AALQWWLGY,7,2,486,U,U,Y,Y,0.0,0.0,1.0,1.0
AALQWWGGH,10,17,4926,U,U,Y,Y,0.0,0.0,1.0,1.0
AALQWWDQH,16,4,1431,Y,U,Y,Y,1.0,0.0,1.0,1.0
AALQWASLQ,11,11,2808,U,U,Y,Y,0.0,0.0,1.0,1.0
AALWYHGAP,15,2,861,U,U,Y,Y,0.0,0.0,1.0,1.0
AALPHHLYH,12,1,600,U,U,Y,Y,0.0,0.0,1.0,1.0
AALLQDQGG,7,3,258,U,U,U,Y,0.0,0.0,0.0,1.0
AALGASDGG,9,4,294,U,U,Y,Y,0.0,0.0,1.0,1.0
AALGYHHDH,7,7,2028,U,U,Y,Y,0.0,0.0,1.0,1.0
AALHDLWAD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AALYYWQAY,11,2,180,U,U,Y,Y,0.0,0.0,1.0,1.0
AALDLSQSS,8,1,96,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAGQQQGWQ,16,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
AAGWQHQLQ,8,1,210,,,,,,,,
AAGAPYPHP,9,0,0,,,,,,,,
AAGSALSPY,16,2,675,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGSALPSD,16,3,2097,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGSALDLD,16,3,1317,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGSSWHWY,15,1,183,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGPHGSYQ,16,1,225,Y,U,U,Y,1.0,0.0,0.0,1.0
AAGPHGLLP,16,4,1938,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGLWLDQG,7,5,834,U,U,Y,Y,0.0,0.0,1.0,1.0
AAGYSYWGH,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQWSQSP,16,10,2181,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQSDPGY,8,0,0,U,U,U,U,0.0,0.0,0.0,0.0
AAHQPQHLL,9,4,1152,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQPWQQW,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQPAQHP,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQPGGGW,13,1,48,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHQLPAPP,12,3,480,,,,,,,,
AAHSPWQGA,10,2,507,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHSHDYWL,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHSYQLDD,16,1,57,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHSYAALG,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHGLHSGY,16,2,714,,,,,,,,
AAHHPDWAP,14,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHHDSLYL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHYPHLSQ,8,1,99,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHYDLWYA,8,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
AAHDPDPLQ,8,4,270,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYQLLGQP,12,1,33,,,,,,,,
AAYQYPDGY,12,1,510,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYWHYPWP,11,1,900,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYLYYLPH,7,0,0,,,,,,,,
AAYLYDQHS,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYLYDYYS,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAYLDASHP,16,1,240,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYLDPAHW,14,1,42,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYGQQWPP,13,2,879,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYDGPAPS,8,4,468,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYDGLQLD,13,2,384,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYDGLQYS,13,2,138,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAYDGLWQD,13,5,684,Y,U,Y,Y,1.0,0.0,1.0,1.0
AAYDGGDHP,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYDGDQYL,14,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
AAYDHSDLP,7,1,114,U,U,Y,Y,0.0,0.0,1.0,1.0
AADSSWHSW,11,4,210,U,U,Y,U,0.0,0.0,1.0,0.0
AADLYYHLW,15,3,207,,,,,,,,
AADLYDAAW,10,2,1839,,,,,,,,
AADLDLPYS,16,3,600,Y,U,Y,Y,1.0,0.0,1.0,1.0
AADGHGPQY,9,0,0,U,U,U,U,0.0,0.0,0.0,0.0
AADGHGPPQ,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AADHPPAYD,14,2,246,U,U,Y,Y,0.0,0.0,1.0,1.0
AADHLHYQA,15,2,720,U,U,Y,Y,0.0,0.0,1.0,1.0
AADYDAGAL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AADDALGYQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AADDGAHGG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AADDDSYDP,10,2,1164,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQQAPLWL,9,1,132,,,,,,,,
ASQQHDWDG,7,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQSSPLHL,11,1,1371,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQSSYHWH,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASQSHSGHA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQLGPAPH,16,3,309,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQLGPSYH,16,1,1479,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQLGDLHG,7,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQGSPPGW,10,1,87,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQGSPPHD,12,1,132,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQYDSQYS,7,1,141,U,U,Y,Y,0.0,0.0,1.0,1.0
ASQDHHWQQ,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASWQWSSYP,13,1,150,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASWQSPSAS,10,2,339,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWWQHWDP,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWALGDPA,16,2,1596,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWAYQGSH,7,1,186,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWSGQHQA,7,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWPLHSPA,9,2,219,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWPYQPDA,8,1,12,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWPDGSSA,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWLGSWQH,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWLHASLL,7,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWYWLPYW,16,3,402,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWYAPDPH,14,2,819,U,U,Y,Y,0.0,0.0,1.0,1.0
ASWDQWYYL,10,3,804,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAQQHQPH,12,3,234,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAQQYGGP,11,1,492,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAQDDPGL,8,1,117,U,U,Y,Y,0.0,0.0,1.0,1.0
ASASAAAYD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASASGLWHW,7,2,261,,,,,,,,
ASALYYHHA,9,1,126,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAGHLYWD,16,1,555,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAGHLYWD,16,1,555,U,U,Y,Y,0.0,0.0,1.0,1.0
ASAHWSAWP,15,0,0,,,,,,,,
ASAHGDPLL,16,2,480,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASAYASDLL,10,2,1512,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASAYHPDYA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAQDYLH,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAQDDDY,16,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAWYDPQ,15,6,1683,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAWDDLL,7,1,189,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAAQYYY,7,1,66,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAAQDPG,9,6,480,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAASWDH,15,5,5337,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSAASHDW,7,4,624,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSLQSDHY,9,6,1581,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSLQPQAG,13,6,1122,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASSLYHWLS,10,2,363,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASSGQWQYH,15,1,447,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSHSLQYS,9,2,663,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSYHAGQL,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSDPQSDP,16,1,747,U,U,Y,Y,0.0,0.0,1.0,1.0
ASSDGWPYW,16,0,0,U,U,U,Y,0.0,0.0,0.0,1.0
ASSDYPPHL,16,3,534,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPQAPYWY,16,4,792,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPQSWSPA,12,1,126,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASPAPDGYY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPALWHYS,8,1,840,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPAGAPLD,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPAGPPDH,16,6,819,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPAGGAWW,15,1,336,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPSADQHG,15,0,0,U,U,U,U,0.0,0.0,0.0,0.0
ASPGWPASY,15,1,225,U,U,Y,Y,0.0,0.0,1.0,1.0
ASPGDLHGL,16,1,210,U,U,U,Y,0.0,0.0,0.0,1.0
ASPGDDGDA,15,1,657,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLQPPYYQ,16,3,1518,U,U,Y,U,0.0,0.0,1.0,0.0
ASLQGSPDA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLWWLLYW,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLAAQYPL,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLADSSGA,15,2,510,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLSSSHDG,15,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLPDLGGQ,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLHWDAYS,10,5,2004,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLHSGYPQ,16,1,507,,,,,,,,
ASLHGWLYA,13,3,672,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLYQHSYL,16,1,321,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLYAQYGH,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLYSYPQG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLYLWDYH,10,2,1191,U,U,Y,Y,0.0,0.0,1.0,1.0
ASLDWWQQL,12,1,810,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGQPASGA,10,0,0,,,,,,,,
ASGQLDAHL,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGWDPDYW,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
