acctno,total_mailed,ytd_transactions_2009,ytd_sales_2009,zhomeent,zmobav,zcredit,zhitech,ZHOMEENT01,ZMOBAV01,ZCREDIT01,ZHITECH01
ASGSPHPHA,15,2,990,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGLASPWW,15,1,204,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGAQWHL,7,1,48,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGAAWHW,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASGGAASYH,16,4,834,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASGGAALLW,9,1,84,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGASQYY,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGASGQD,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGAPHGS,16,2,1278,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGALAQY,8,5,693,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGAGQWG,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASGGSSGGL,7,2,552,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGSPYQP,9,2,231,U,U,Y,Y,0.0,0.0,1.0,1.0
ASGGGWDPY,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASHSGQYQL,14,1,135,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHSGWGQL,7,1,153,,,,,,,,
ASHSGWGLP,9,4,816,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHSGWYAD,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASHSGWDGD,7,1,630,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHSGGYQA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHSGGYHH,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHPYSSHL,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHLQQSPS,14,2,594,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHGLLLYP,10,2,618,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHYHSAQS,16,2,444,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDQAGGS,11,2,399,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDWWLLH,11,1,972,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGPYLS,8,2,282,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGLSWP,16,5,1776,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGLSGS,13,1,972,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGLDAG,10,1,66,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ASHDGGSWA,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGHWHD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDGYHGS,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASHDYHALQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASHDYHDYH,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYAYDYGA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYSQGYWL,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYSWWASH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYSPSPHD,10,1,354,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYPWWLAP,12,1,342,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASYPPLSGL,16,2,2319,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYPLDASP,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYPHYWWD,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYLAPWLW,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYLLYYDP,15,1,210,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASYHLAAHS,16,8,1638,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASYYSQHYQ,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASYDAYAPG,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDQQWAAL,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDQPDSLG,9,3,1356,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDQDGGSD,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDAGAHWQ,12,0,0,,,,,,,,
ASDAGSYDQ,16,1,819,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDAGDYLL,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDAHHAQL,16,3,750,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDSGPQAD,16,1,186,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDGWYWWD,16,8,684,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYSSYQD,9,1,216,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYSQHH,7,1,192,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ASDYYSSAL,15,2,924,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYSSGG,15,2,1041,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYSSHP,8,3,240,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYSLAS,13,1,258,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYPAWG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYPAAP,14,3,870,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYYPDAH,9,8,1677,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDYDWQDG,15,2,537,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDDQASGP,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ASDDQLAQW,16,5,1272,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDDQGHHD,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ASDDWQWAY,14,0,0,,,,,,,,
ASDDWWWHL,15,2,339,U,U,Y,Y,0.0,0.0,1.0,1.0
APQAYLDSA,11,2,171,U,U,Y,Y,0.0,0.0,1.0,1.0
APQLHGYHG,10,1,219,Y,U,Y,Y,1.0,0.0,1.0,1.0
APQGAHDYP,16,3,1038,U,U,Y,Y,0.0,0.0,1.0,1.0
APQGADSLA,10,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
APQGPAYYP,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APQGPHHDA,8,2,192,U,U,Y,Y,0.0,0.0,1.0,1.0
APQYPPDHH,8,4,435,,,,,,,,
APQDQYYWP,9,4,1422,U,U,Y,U,0.0,0.0,1.0,0.0
APQDDYPPS,13,6,2082,U,U,Y,Y,0.0,0.0,1.0,1.0
APWALWWAS,7,1,111,U,U,Y,Y,0.0,0.0,1.0,1.0
APWSQPGDQ,9,1,30,U,U,Y,Y,0.0,0.0,1.0,1.0
APWSPQHQA,8,1,198,U,U,Y,Y,0.0,0.0,1.0,1.0
APWPPYYPP,12,3,432,U,U,Y,Y,0.0,0.0,1.0,1.0
APWLWWPHG,8,1,837,U,U,Y,Y,0.0,0.0,1.0,1.0
APWDQGWWP,16,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
APWDSWYSW,10,1,177,Y,Y,Y,Y,1.0,1.0,1.0,1.0
APWDSAQYG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APAWWGLDY,14,1,1053,U,U,Y,Y,0.0,0.0,1.0,1.0
APASSQQGG,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APASSQLWA,14,1,123,,,,,,,,
APASSQHDS,9,3,384,U,U,Y,Y,0.0,0.0,1.0,1.0
APAPQYYAW,11,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APALPGHWW,7,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
APALHAAPG,16,2,219,U,U,Y,Y,0.0,0.0,1.0,1.0
APAGPHGDW,15,1,486,Y,U,Y,Y,1.0,0.0,1.0,1.0
APAHQDALW,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APAHSAASY,9,2,1761,U,U,Y,Y,0.0,0.0,1.0,1.0
APAHLSLPD,14,2,345,U,U,Y,Y,0.0,0.0,1.0,1.0
APAYAQQGG,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APAYYSHDW,13,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
APAYYSYQD,10,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
APADAHWHG,10,1,96,U,U,Y,U,0.0,0.0,1.0,0.0
APSQHADPD,11,1,75,Y,U,Y,Y,1.0,0.0,1.0,1.0
APSQYSYHQ,16,3,1662,U,U,Y,Y,0.0,0.0,1.0,1.0
APSSPWGDQ,16,2,684,U,U,Y,Y,0.0,0.0,1.0,1.0
APSLYQYHL,11,2,120,,,,,,,,
APSLDSSDD,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APSGASQAA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APSGASAPG,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APSGASDLG,7,3,513,U,U,Y,Y,0.0,0.0,1.0,1.0
APSYDPPQD,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APSYDPLQY,15,3,1101,U,U,Y,Y,0.0,0.0,1.0,1.0
APPWGDPYY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APPPSYGDS,16,1,552,U,U,Y,Y,0.0,0.0,1.0,1.0
APPGQSPAD,9,3,924,U,U,Y,Y,0.0,0.0,1.0,1.0
APPHGWGQH,16,6,1650,Y,U,Y,Y,1.0,0.0,1.0,1.0
APPHYDWQS,11,1,282,U,U,Y,Y,0.0,0.0,1.0,1.0
APPDDLQPD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APLQLPPQY,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APLPGDHPH,7,5,780,U,U,Y,Y,0.0,0.0,1.0,1.0
APLLSPDYH,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APLLSLSHA,8,3,486,U,U,Y,Y,0.0,0.0,1.0,1.0
APLLSLLSD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APLLSGWYQ,16,1,90,U,U,Y,Y,0.0,0.0,1.0,1.0
APLLSGSDG,16,2,1209,,,,,,,,
APLLSGGPP,10,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
APLLSGYYS,8,1,288,U,U,Y,Y,0.0,0.0,1.0,1.0
APLHQPAWY,10,0,0,U,U,U,Y,0.0,0.0,0.0,1.0
APLHPSSHA,10,2,360,U,U,Y,Y,0.0,0.0,1.0,1.0
APLYSQAQS,7,1,96,Y,U,Y,Y,1.0,0.0,1.0,1.0
APLYSQAYG,12,5,912,U,U,Y,Y,0.0,0.0,1.0,1.0
APGWWQPHA,16,2,780,,,,,,,,
APGWWQPHA,16,2,780,,,,,,,,
APGWWGYPA,12,2,210,,,,,,,,
APGWDDAWQ,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APGAWWHYS,16,2,672,U,U,Y,Y,0.0,0.0,1.0,1.0
APGAALDSA,15,2,420,U,U,Y,Y,0.0,0.0,1.0,1.0
APGAGDGAL,10,0,0,,,,,,,,
APGSPYQQH,15,3,2871,U,U,Y,Y,0.0,0.0,1.0,1.0
APGLQHAGS,11,0,0,,,,,,,,
APGLSWWGP,10,1,144,U,U,Y,Y,0.0,0.0,1.0,1.0
APGGQQYYG,9,2,159,U,U,Y,Y,0.0,0.0,1.0,1.0
APGGWAWHQ,8,2,732,U,U,Y,Y,0.0,0.0,1.0,1.0
APGHQHGDD,11,9,747,U,U,Y,Y,0.0,0.0,1.0,1.0
APGHDPGDH,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APGYWDDWG,7,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
APGYADYYW,11,2,1437,,,,,,,,
APGYHHWDL,7,1,333,U,U,Y,U,0.0,0.0,1.0,0.0
APGYYQYAH,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APGDQWPYA,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APGDSGYLQ,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHWWHYLG,16,1,300,U,U,Y,Y,0.0,0.0,1.0,1.0
APHWWHDSQ,12,4,462,U,U,Y,Y,0.0,0.0,1.0,1.0
APHWALYGH,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHSLQQHH,11,1,138,U,U,Y,Y,0.0,0.0,1.0,1.0
APHSGPYHQ,7,1,48,U,U,Y,Y,0.0,0.0,1.0,1.0
APHPAGHGQ,13,1,129,U,U,Y,Y,0.0,0.0,1.0,1.0
APHPGLYWY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHPHPDPS,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APHGWPAGG,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHGSDQLH,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHHPDPDA,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHDAAWWL,10,1,120,U,U,Y,Y,0.0,0.0,1.0,1.0
APHDLDYQA,16,1,309,U,U,Y,Y,0.0,0.0,1.0,1.0
APHDLDYYL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APHDGQQPQ,16,5,495,,,,,,,,
APHDGWLWD,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APYQWAALP,11,3,276,U,U,U,U,0.0,0.0,0.0,0.0
APYQSQQDQ,12,1,102,Y,U,Y,Y,1.0,0.0,1.0,1.0
APYQHDLWD,16,2,831,U,U,Y,Y,0.0,0.0,1.0,1.0
APYAWSALY,8,1,60,U,U,Y,Y,0.0,0.0,1.0,1.0
APYAWHYHD,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APYAYLADY,9,1,390,Y,U,Y,Y,1.0,0.0,1.0,1.0
APYADYSAL,11,1,93,U,U,Y,U,0.0,0.0,1.0,0.0
APYLHSLAD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APYGYLYAY,8,5,447,U,U,Y,Y,0.0,0.0,1.0,1.0
APYHQHLAS,7,1,396,U,U,Y,Y,0.0,0.0,1.0,1.0
APYYLPPQY,12,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
APYDWSWLP,15,1,135,U,U,Y,Y,0.0,0.0,1.0,1.0
APYDASPDA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APDQWQDYP,12,2,327,U,U,Y,Y,0.0,0.0,1.0,1.0
APDQHPASY,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APDADSGHW,13,7,2703,U,U,Y,Y,0.0,0.0,1.0,1.0
APDSDADYG,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APDGSDGQQ,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APDHDAYPH,12,1,963,Y,U,Y,Y,1.0,0.0,1.0,1.0
APDHDSYAD,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
APDDGQQAA,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
APDDYWDWW,10,3,750,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALQQADDPD,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALQQLAWHA,16,1,78,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQWQLLPW,11,8,2895,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALQWSPQWA,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALQWGPWGH,10,3,1380,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQALPSPD,13,1,108,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQSQDALD,16,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALQSGWASL,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQGQWGLL,10,1,102,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQGAQHYY,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQYSAAPS,14,2,351,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQYDGSGA,14,6,906,U,U,Y,Y,0.0,0.0,1.0,1.0
ALQYDHWQL,8,3,483,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWQDGQQP,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALWAQHPWW,16,4,642,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWAQHPWW,16,4,642,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWSDGWSW,16,0,0,,,,,,,,
ALWPSSLQP,14,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALWPYYDGW,16,4,900,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWLGPHHD,16,3,414,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWLYGPSP,7,2,264,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWGAPSHL,16,1,135,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWGHGYQL,16,1,84,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWDWWAPP,13,5,1809,,,,,,,,
ALWDSSASQ,16,1,354,U,U,Y,Y,0.0,0.0,1.0,1.0
ALWDYDSAS,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAQYQGWD,12,0,0,,,,,,,,
ALAQDLLDW,8,16,3045,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAWLGDGS,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALASDGHWY,7,1,396,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALAPWDGGY,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAPAQQDG,8,4,1491,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAPAQLQQ,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAPAQGLY,16,3,747,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALAPAQHHS,8,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALAPSAPAA,8,5,588,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAPSPAYH,15,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALALYAYGW,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAGYDLHL,8,2,300,U,U,Y,Y,0.0,0.0,1.0,1.0
ALAYYGQLG,16,5,2481,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSQQYPGQ,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSQDHQLD,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSWQASDG,16,2,1182,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSWLPWGL,9,1,120,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSASQHYS,12,0,0,U,U,U,U,0.0,0.0,0.0,0.0
ALSADYWPL,16,2,219,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSADYPWY,15,1,270,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSPWGADW,16,1,81,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSPWGPSA,10,2,477,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSPAQALW,16,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALSPAWSGG,10,3,354,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSPHYPSA,13,3,1530,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSLLYHAQ,16,2,996,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSGPQQPD,9,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSGLGAHG,10,1,162,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALSHHAWWL,13,4,1332,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSHYWSYD,12,1,414,,,,,,,,
ALSYGWLLS,9,0,0,,,,,,,,
ALSYGHDLG,11,1,105,U,U,Y,Y,0.0,0.0,1.0,1.0
ALSDAHQAP,12,1,408,U,U,Y,U,0.0,0.0,1.0,0.0
ALSDSDLWG,7,1,240,U,U,Y,U,0.0,0.0,1.0,0.0
ALPWYPYLG,13,3,555,U,U,Y,Y,0.0,0.0,1.0,1.0
ALPALQSHG,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALPAGPSHH,8,1,324,,,,,,,,
ALPSDLHHL,8,0,0,,,,,,,,
ALPGHGWAL,16,3,918,U,U,Y,Y,0.0,0.0,1.0,1.0
ALPDQPPSG,10,1,228,U,U,Y,Y,0.0,0.0,1.0,1.0
ALPDGSPQY,16,2,201,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLQLALDD,10,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLQHSGLA,9,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALLWADLDL,12,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALLAQGPDA,10,3,483,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLSPLAAL,15,1,306,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLSPGHLW,13,7,1425,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLSPHAAW,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLPPSLDQ,14,3,576,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLLAHYAA,9,0,0,Y,Y,Y,Y,1.0,1.0,1.0,1.0
ALLLGPPLA,16,1,204,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLGQLGSG,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLGLGASS,13,6,2517,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLHSYQAS,16,2,3987,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLHSDGLY,8,1,129,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLDQWSQY,7,1,291,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALLDAALPP,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLDSPLGP,16,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALLDPQPGA,7,1,156,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGWGWPHA,12,0,0,,,,,,,,
ALGWYHYDD,10,1,177,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGLSQDQY,13,1,165,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALGLSALQY,7,2,1041,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGLSHYHD,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGGGHLLW,16,2,597,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALGGYLYPS,11,1,321,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGHWHDDA,13,0,0,U,U,Y,U,0.0,0.0,1.0,0.0
ALGHGLQSS,11,2,672,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGHYWGQQ,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGYAYWSY,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALGYDDWYY,10,2,651,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHQGHSGS,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHQGHPLP,16,3,1587,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHQGHHYL,8,1,357,U,U,Y,U,0.0,0.0,1.0,0.0
ALHAGYQGQ,10,1,342,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHSDASPQ,7,3,585,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHPPGDAA,8,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHGHDGGA,16,3,480,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHHYLWPH,15,1,180,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHHDAGQG,16,1,237,,,,,,,,
ALHYSGAAW,13,1,126,U,U,Y,Y,0.0,0.0,1.0,1.0
ALHYLWYAP,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYQYYDDG,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYQDAALS,13,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYWQYGAQ,16,3,1830,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYSAHYPQ,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYSYGSQD,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYPGYDAL,7,1,1155,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYLYADWL,12,1,123,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYGPHPAD,16,2,168,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALYGYASHG,7,1,114,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYHGYWSP,7,2,162,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYDPYSAA,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALYDHDWSH,16,1,624,,,,,,,,
ALDQLAWHS,15,4,870,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDQYYHLL,16,1,246,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDWWAGDG,7,5,2157,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDAPSGAP,9,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDSYQLWH,9,8,2052,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDLAWSYS,7,0,0,U,U,U,U,0.0,0.0,0.0,0.0
ALDLSSASQ,14,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDGDAQQA,16,6,10005,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDHGDGPP,10,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
ALDYYDQWA,14,2,321,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDDQGWLP,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDDLHQSS,11,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
ALDDHPDHQ,13,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGQQQYAGS,10,1,276,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQQWSWAS,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQQSLAGG,14,1,561,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQQLYLDD,7,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQAQQQSL,13,2,840,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGQAQGHYP,9,0,0,,,,,,,,
AGQAWHALA,12,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQASPPSQ,16,2,1074,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQALYAYQ,15,1,120,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGQADGSLL,14,0,0,U,U,U,Y,0.0,0.0,0.0,1.0
AGQSDHLGH,12,1,138,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQSDYHGS,16,7,1020,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQPGHPSG,14,7,3666,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQPYDQYS,8,2,438,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQLWDHAS,15,0,0,U,U,Y,Y,0.0,0.0,1.0,1.0
AGQLALHPG,7,0,0,Y,U,Y,Y,1.0,0.0,1.0,1.0
AGQLLHGDD,14,1,165,U,U,Y,Y,0.0,0.0,1.0,1.0
